"Reading","DateTime","Temp","Intensity","Site"
3121,2021-06-05 00:11:44,10.357,0,"Cape Liz"
3122,2021-06-05 00:26:44,10.259,0,"Cape Liz"
3123,2021-06-05 00:41:44,9.965,0,"Cape Liz"
3124,2021-06-05 00:56:44,9.866,0,"Cape Liz"
3125,2021-06-05 01:11:44,9.866,0,"Cape Liz"
3126,2021-06-05 01:26:44,9.965,0,"Cape Liz"
3127,2021-06-05 01:41:44,9.965,0,"Cape Liz"
3128,2021-06-05 01:56:44,9.965,0,"Cape Liz"
3129,2021-06-05 02:11:44,9.965,0,"Cape Liz"
3130,2021-06-05 02:26:44,10.063,0,"Cape Liz"
3131,2021-06-05 02:41:44,10.063,0,"Cape Liz"
3132,2021-06-05 02:56:44,10.063,0,"Cape Liz"
3133,2021-06-05 03:11:44,10.161,0,"Cape Liz"
3134,2021-06-05 03:26:44,10.259,0,"Cape Liz"
3135,2021-06-05 03:41:44,10.357,0,"Cape Liz"
3136,2021-06-05 03:56:44,10.455,0,"Cape Liz"
3137,2021-06-05 04:11:44,10.455,0,"Cape Liz"
3138,2021-06-05 04:26:44,10.357,0,"Cape Liz"
3139,2021-06-05 04:41:44,10.357,0,"Cape Liz"
3140,2021-06-05 04:56:44,10.455,0,"Cape Liz"
3141,2021-06-05 05:11:44,10.455,0,"Cape Liz"
3142,2021-06-05 05:26:44,10.455,0,"Cape Liz"
3143,2021-06-05 05:41:44,10.455,0,"Cape Liz"
3144,2021-06-05 05:56:44,10.455,0,"Cape Liz"
3145,2021-06-05 06:11:44,10.455,0,"Cape Liz"
3146,2021-06-05 06:26:44,10.455,0,"Cape Liz"
3147,2021-06-05 06:41:44,10.357,0,"Cape Liz"
3148,2021-06-05 06:56:44,10.455,0,"Cape Liz"
3149,2021-06-05 07:11:44,10.553,0,"Cape Liz"
3150,2021-06-05 07:26:44,10.651,0,"Cape Liz"
3151,2021-06-05 07:41:44,10.846,0,"Cape Liz"
3152,2021-06-05 07:56:44,10.846,0,"Cape Liz"
3153,2021-06-05 08:11:44,10.944,0,"Cape Liz"
3154,2021-06-05 08:26:44,10.944,0,"Cape Liz"
3155,2021-06-05 08:41:44,10.944,0,"Cape Liz"
3156,2021-06-05 08:56:44,10.944,2,"Cape Liz"
3157,2021-06-05 09:11:44,10.651,7,"Cape Liz"
3158,2021-06-05 09:26:44,10.259,26,"Cape Liz"
3159,2021-06-05 09:41:44,10.161,4,"Cape Liz"
3160,2021-06-05 09:56:44,9.965,6,"Cape Liz"
3161,2021-06-05 10:11:44,9.768,8,"Cape Liz"
3162,2021-06-05 10:26:44,9.866,6,"Cape Liz"
3163,2021-06-05 10:41:44,10.259,37,"Cape Liz"
3164,2021-06-05 10:56:44,10.063,47,"Cape Liz"
3165,2021-06-05 11:11:44,10.357,26,"Cape Liz"
3166,2021-06-05 11:26:44,10.553,24,"Cape Liz"
3167,2021-06-05 11:41:44,10.651,24,"Cape Liz"
3168,2021-06-05 11:56:44,10.846,30,"Cape Liz"
3169,2021-06-05 12:11:44,10.651,41,"Cape Liz"
3170,2021-06-05 12:26:44,10.259,48,"Cape Liz"
3171,2021-06-05 12:41:44,10.063,58,"Cape Liz"
3172,2021-06-05 12:56:44,10.161,43,"Cape Liz"
3173,2021-06-05 13:11:44,10.161,64,"Cape Liz"
3174,2021-06-05 13:26:44,10.063,52,"Cape Liz"
3175,2021-06-05 13:41:44,10.161,44,"Cape Liz"
3176,2021-06-05 13:56:44,10.161,52,"Cape Liz"
3177,2021-06-05 14:11:44,10.259,86,"Cape Liz"
3178,2021-06-05 14:26:44,10.259,66,"Cape Liz"
3179,2021-06-05 14:41:44,10.357,58,"Cape Liz"
3180,2021-06-05 14:56:44,10.259,48,"Cape Liz"
3181,2021-06-05 15:11:44,10.455,86,"Cape Liz"
3182,2021-06-05 15:26:44,10.455,136,"Cape Liz"
3183,2021-06-05 15:41:44,10.748,128,"Cape Liz"
3184,2021-06-05 15:56:44,10.944,480,"Cape Liz"
3185,2021-06-05 16:11:44,10.846,416,"Cape Liz"
3186,2021-06-05 16:26:44,11.041,86,"Cape Liz"
3187,2021-06-05 16:41:44,11.334,110,"Cape Liz"
3188,2021-06-05 16:56:44,11.236,384,"Cape Liz"
3189,2021-06-05 17:11:44,10.944,480,"Cape Liz"
3190,2021-06-05 17:26:44,11.334,1728,"Cape Liz"
3191,2021-06-05 17:41:44,11.625,1344,"Cape Liz"
3192,2021-06-05 17:56:44,11.819,864,"Cape Liz"
3193,2021-06-05 18:11:44,12.11,864,"Cape Liz"
3194,2021-06-05 18:26:44,12.11,1216,"Cape Liz"
3195,2021-06-05 18:41:44,12.11,576,"Cape Liz"
3196,2021-06-05 18:56:44,12.207,896,"Cape Liz"
3197,2021-06-05 19:11:44,12.11,1088,"Cape Liz"
3198,2021-06-05 19:26:44,11.916,124,"Cape Liz"
3199,2021-06-05 19:41:44,11.916,864,"Cape Liz"
3200,2021-06-05 19:56:44,11.916,672,"Cape Liz"
3201,2021-06-05 20:11:44,12.013,512,"Cape Liz"
3202,2021-06-05 20:26:44,12.11,1024,"Cape Liz"
3203,2021-06-05 20:41:44,12.013,416,"Cape Liz"
3204,2021-06-05 20:56:44,10.748,304,"Cape Liz"
3205,2021-06-05 21:11:44,10.455,144,"Cape Liz"
3206,2021-06-05 21:26:44,10.357,66,"Cape Liz"
3207,2021-06-05 21:41:44,10.357,112,"Cape Liz"
3208,2021-06-05 21:56:44,10.161,55,"Cape Liz"
3209,2021-06-05 22:11:44,10.063,128,"Cape Liz"
3210,2021-06-05 22:26:44,9.965,128,"Cape Liz"
3211,2021-06-05 22:41:44,9.866,52,"Cape Liz"
3212,2021-06-05 22:56:44,9.866,70,"Cape Liz"
3213,2021-06-05 23:11:44,9.866,47,"Cape Liz"
3214,2021-06-05 23:26:44,9.768,23,"Cape Liz"
3215,2021-06-05 23:41:44,9.669,13,"Cape Liz"
3216,2021-06-05 23:56:44,9.768,8,"Cape Liz"
3217,2021-06-06 00:11:44,9.866,3,"Cape Liz"
3218,2021-06-06 00:26:44,9.866,0,"Cape Liz"
3219,2021-06-06 00:41:44,9.866,0,"Cape Liz"
3220,2021-06-06 00:56:44,9.866,0,"Cape Liz"
3221,2021-06-06 01:11:44,9.965,0,"Cape Liz"
3222,2021-06-06 01:26:44,9.965,0,"Cape Liz"
3223,2021-06-06 01:41:44,9.965,0,"Cape Liz"
3224,2021-06-06 01:56:44,9.866,0,"Cape Liz"
3225,2021-06-06 02:11:44,9.768,0,"Cape Liz"
3226,2021-06-06 02:26:44,9.768,0,"Cape Liz"
3227,2021-06-06 02:41:44,9.768,0,"Cape Liz"
3228,2021-06-06 02:56:44,9.669,0,"Cape Liz"
3229,2021-06-06 03:11:44,9.669,0,"Cape Liz"
3230,2021-06-06 03:26:44,9.669,0,"Cape Liz"
3231,2021-06-06 03:41:44,9.669,0,"Cape Liz"
3232,2021-06-06 03:56:44,9.669,0,"Cape Liz"
3233,2021-06-06 04:11:44,9.669,0,"Cape Liz"
3234,2021-06-06 04:26:44,9.768,0,"Cape Liz"
3235,2021-06-06 04:41:44,9.768,0,"Cape Liz"
3236,2021-06-06 04:56:44,9.768,0,"Cape Liz"
3237,2021-06-06 05:11:44,9.669,0,"Cape Liz"
3238,2021-06-06 05:26:44,9.669,0,"Cape Liz"
3239,2021-06-06 05:41:44,9.669,0,"Cape Liz"
3240,2021-06-06 05:56:44,9.669,0,"Cape Liz"
3241,2021-06-06 06:11:44,9.768,0,"Cape Liz"
3242,2021-06-06 06:26:44,9.768,0,"Cape Liz"
3243,2021-06-06 06:41:44,10.161,0,"Cape Liz"
3244,2021-06-06 06:56:44,10.553,0,"Cape Liz"
3245,2021-06-06 07:11:44,10.748,0,"Cape Liz"
3246,2021-06-06 07:26:44,10.944,0,"Cape Liz"
3247,2021-06-06 07:41:44,10.944,0,"Cape Liz"
3248,2021-06-06 07:56:44,11.041,0,"Cape Liz"
3249,2021-06-06 08:11:44,11.139,0,"Cape Liz"
3250,2021-06-06 08:26:44,11.139,0,"Cape Liz"
3251,2021-06-06 08:41:44,11.139,0,"Cape Liz"
3252,2021-06-06 08:56:44,11.139,0,"Cape Liz"
3253,2021-06-06 09:11:44,11.139,0,"Cape Liz"
3254,2021-06-06 09:26:44,11.236,10,"Cape Liz"
3255,2021-06-06 09:41:44,11.139,2,"Cape Liz"
3256,2021-06-06 09:56:44,11.139,28,"Cape Liz"
3257,2021-06-06 10:11:44,10.944,5,"Cape Liz"
3258,2021-06-06 10:26:44,11.041,6,"Cape Liz"
3259,2021-06-06 10:41:44,11.041,32,"Cape Liz"
3260,2021-06-06 10:56:44,11.041,9,"Cape Liz"
3261,2021-06-06 11:11:44,11.041,29,"Cape Liz"
3262,2021-06-06 11:26:44,11.139,67,"Cape Liz"
3263,2021-06-06 11:41:44,11.139,136,"Cape Liz"
3264,2021-06-06 11:56:44,11.236,16,"Cape Liz"
3265,2021-06-06 12:11:44,11.334,52,"Cape Liz"
3266,2021-06-06 12:26:44,11.528,47,"Cape Liz"
3267,2021-06-06 12:41:44,11.819,47,"Cape Liz"
3268,2021-06-06 12:56:44,11.819,272,"Cape Liz"
3269,2021-06-06 13:11:44,11.916,34,"Cape Liz"
3270,2021-06-06 13:26:44,12.013,58,"Cape Liz"
3271,2021-06-06 13:41:44,11.722,108,"Cape Liz"
3272,2021-06-06 13:56:44,11.236,768,"Cape Liz"
3273,2021-06-06 14:11:44,10.846,76,"Cape Liz"
3274,2021-06-06 14:26:44,10.748,66,"Cape Liz"
3275,2021-06-06 14:41:44,10.748,69,"Cape Liz"
3276,2021-06-06 14:56:44,10.846,69,"Cape Liz"
3277,2021-06-06 15:11:44,10.944,90,"Cape Liz"
3278,2021-06-06 15:26:44,11.139,87,"Cape Liz"
3279,2021-06-06 15:41:44,11.722,90,"Cape Liz"
3280,2021-06-06 15:56:44,11.431,91,"Cape Liz"
3281,2021-06-06 16:11:44,11.236,96,"Cape Liz"
3282,2021-06-06 16:26:44,11.236,78,"Cape Liz"
3283,2021-06-06 16:41:44,11.334,82,"Cape Liz"
3284,2021-06-06 16:56:44,11.431,672,"Cape Liz"
3285,2021-06-06 17:11:44,11.528,1408,"Cape Liz"
3286,2021-06-06 17:26:44,11.528,1216,"Cape Liz"
3287,2021-06-06 17:41:44,11.431,768,"Cape Liz"
3288,2021-06-06 17:56:44,11.528,1152,"Cape Liz"
3289,2021-06-06 18:11:44,11.916,608,"Cape Liz"
3290,2021-06-06 18:26:44,12.304,72,"Cape Liz"
3291,2021-06-06 18:41:44,12.304,176,"Cape Liz"
3292,2021-06-06 18:56:44,12.401,1024,"Cape Liz"
3293,2021-06-06 19:11:44,12.497,768,"Cape Liz"
3294,2021-06-06 19:26:44,11.819,864,"Cape Liz"
3295,2021-06-06 19:41:44,11.625,864,"Cape Liz"
3296,2021-06-06 19:56:44,11.625,81,"Cape Liz"
3297,2021-06-06 20:11:44,11.528,576,"Cape Liz"
3298,2021-06-06 20:26:44,11.528,704,"Cape Liz"
3299,2021-06-06 20:41:44,11.528,576,"Cape Liz"
3300,2021-06-06 20:56:44,11.431,672,"Cape Liz"
3301,2021-06-06 21:11:44,11.236,36,"Cape Liz"
3302,2021-06-06 21:26:44,10.651,33,"Cape Liz"
3303,2021-06-06 21:41:44,10.455,30,"Cape Liz"
3304,2021-06-06 21:56:44,10.161,336,"Cape Liz"
3305,2021-06-06 22:11:44,10.063,152,"Cape Liz"
3306,2021-06-06 22:26:44,9.965,41,"Cape Liz"
3307,2021-06-06 22:41:44,9.965,109,"Cape Liz"
3308,2021-06-06 22:56:44,9.965,100,"Cape Liz"
3309,2021-06-06 23:11:44,9.965,67,"Cape Liz"
3310,2021-06-06 23:26:44,9.965,6,"Cape Liz"
3311,2021-06-06 23:41:44,9.965,3,"Cape Liz"
3312,2021-06-06 23:56:44,9.965,1,"Cape Liz"
3313,2021-06-07 00:11:44,9.965,0,"Cape Liz"
3314,2021-06-07 00:26:44,9.965,0,"Cape Liz"
3315,2021-06-07 00:41:44,9.866,0,"Cape Liz"
3316,2021-06-07 00:56:44,9.866,0,"Cape Liz"
3317,2021-06-07 01:11:44,9.965,0,"Cape Liz"
3318,2021-06-07 01:26:44,10.063,0,"Cape Liz"
3319,2021-06-07 01:41:44,10.063,0,"Cape Liz"
3320,2021-06-07 01:56:44,10.063,0,"Cape Liz"
3321,2021-06-07 02:11:44,10.063,0,"Cape Liz"
3322,2021-06-07 02:26:44,10.063,0,"Cape Liz"
3323,2021-06-07 02:41:44,10.063,0,"Cape Liz"
3324,2021-06-07 02:56:44,9.866,0,"Cape Liz"
3325,2021-06-07 03:11:44,9.866,0,"Cape Liz"
3326,2021-06-07 03:26:44,9.866,0,"Cape Liz"
3327,2021-06-07 03:41:44,9.866,0,"Cape Liz"
3328,2021-06-07 03:56:44,9.768,0,"Cape Liz"
3329,2021-06-07 04:11:44,9.768,0,"Cape Liz"
3330,2021-06-07 04:26:44,9.768,0,"Cape Liz"
3331,2021-06-07 04:41:44,9.768,0,"Cape Liz"
3332,2021-06-07 04:56:44,10.063,0,"Cape Liz"
3333,2021-06-07 05:11:44,10.063,0,"Cape Liz"
3334,2021-06-07 05:26:44,10.161,0,"Cape Liz"
3335,2021-06-07 05:41:44,10.161,0,"Cape Liz"
3336,2021-06-07 05:56:44,10.259,0,"Cape Liz"
3337,2021-06-07 06:11:44,10.357,0,"Cape Liz"
3338,2021-06-07 06:26:44,10.455,0,"Cape Liz"
3339,2021-06-07 06:41:44,10.455,0,"Cape Liz"
3340,2021-06-07 06:56:44,10.553,0,"Cape Liz"
3341,2021-06-07 07:11:44,10.748,0,"Cape Liz"
3342,2021-06-07 07:26:44,10.846,0,"Cape Liz"
3343,2021-06-07 07:41:44,10.944,0,"Cape Liz"
3344,2021-06-07 07:56:44,11.041,0,"Cape Liz"
3345,2021-06-07 08:11:44,10.944,0,"Cape Liz"
3346,2021-06-07 08:26:44,11.041,0,"Cape Liz"
3347,2021-06-07 08:41:44,11.041,0,"Cape Liz"
3348,2021-06-07 08:56:44,11.139,1,"Cape Liz"
3349,2021-06-07 09:11:44,11.236,8,"Cape Liz"
3350,2021-06-07 09:26:44,11.236,20,"Cape Liz"
3351,2021-06-07 09:41:44,11.334,3,"Cape Liz"
3352,2021-06-07 09:56:44,11.431,6,"Cape Liz"
3353,2021-06-07 10:11:44,10.846,24,"Cape Liz"
3354,2021-06-07 10:26:44,10.748,57,"Cape Liz"
3355,2021-06-07 10:41:44,10.944,55,"Cape Liz"
3356,2021-06-07 10:56:44,10.748,120,"Cape Liz"
3357,2021-06-07 11:11:44,10.651,27,"Cape Liz"
3358,2021-06-07 11:26:44,10.651,32,"Cape Liz"
3359,2021-06-07 11:41:44,10.651,77,"Cape Liz"
3360,2021-06-07 11:56:44,10.553,40,"Cape Liz"
3361,2021-06-07 12:11:44,10.651,54,"Cape Liz"
3362,2021-06-07 12:26:44,10.748,45,"Cape Liz"
3363,2021-06-07 12:41:44,10.651,113,"Cape Liz"
3364,2021-06-07 12:56:44,10.651,53,"Cape Liz"
3365,2021-06-07 13:11:44,10.944,45,"Cape Liz"
3366,2021-06-07 13:26:44,11.041,59,"Cape Liz"
3367,2021-06-07 13:41:44,11.139,41,"Cape Liz"
3368,2021-06-07 13:56:44,11.139,176,"Cape Liz"
3369,2021-06-07 14:11:44,11.236,70,"Cape Liz"
3370,2021-06-07 14:26:44,11.139,81,"Cape Liz"
3371,2021-06-07 14:41:44,10.944,160,"Cape Liz"
3372,2021-06-07 14:56:44,10.944,66,"Cape Liz"
3373,2021-06-07 15:11:44,10.748,54,"Cape Liz"
3374,2021-06-07 15:26:44,10.748,87,"Cape Liz"
3375,2021-06-07 15:41:44,10.748,74,"Cape Liz"
3376,2021-06-07 15:56:44,10.553,400,"Cape Liz"
3377,2021-06-07 16:11:44,10.651,110,"Cape Liz"
3378,2021-06-07 16:26:44,10.651,106,"Cape Liz"
3379,2021-06-07 16:41:44,10.553,608,"Cape Liz"
3380,2021-06-07 16:56:44,10.651,208,"Cape Liz"
3381,2021-06-07 17:11:44,10.651,77,"Cape Liz"
3382,2021-06-07 17:26:44,10.748,126,"Cape Liz"
3383,2021-06-07 17:41:44,10.846,122,"Cape Liz"
3384,2021-06-07 17:56:44,11.139,93,"Cape Liz"
3385,2021-06-07 18:11:44,11.431,136,"Cape Liz"
3386,2021-06-07 18:26:44,12.11,102,"Cape Liz"
3387,2021-06-07 18:41:44,12.401,992,"Cape Liz"
3388,2021-06-07 18:56:44,12.594,464,"Cape Liz"
3389,2021-06-07 19:11:44,12.497,608,"Cape Liz"
3390,2021-06-07 19:26:44,12.207,608,"Cape Liz"
3391,2021-06-07 19:41:44,12.013,107,"Cape Liz"
3392,2021-06-07 19:56:44,11.819,91,"Cape Liz"
3393,2021-06-07 20:11:44,11.819,704,"Cape Liz"
3394,2021-06-07 20:26:44,12.11,608,"Cape Liz"
3395,2021-06-07 20:41:44,12.497,672,"Cape Liz"
3396,2021-06-07 20:56:44,12.304,512,"Cape Liz"
3397,2021-06-07 21:11:44,12.207,224,"Cape Liz"
3398,2021-06-07 21:26:44,11.916,304,"Cape Liz"
3399,2021-06-07 21:41:44,11.722,200,"Cape Liz"
3400,2021-06-07 21:56:44,11.236,216,"Cape Liz"
3401,2021-06-07 22:11:44,11.236,152,"Cape Liz"
3402,2021-06-07 22:26:44,11.041,136,"Cape Liz"
3403,2021-06-07 22:41:44,10.651,104,"Cape Liz"
3404,2021-06-07 22:56:44,10.455,84,"Cape Liz"
3405,2021-06-07 23:11:44,10.259,60,"Cape Liz"
3406,2021-06-07 23:26:44,10.063,44,"Cape Liz"
3407,2021-06-07 23:41:44,9.965,35,"Cape Liz"
3408,2021-06-07 23:56:44,9.965,15,"Cape Liz"
3409,2021-06-08 00:11:44,9.965,6,"Cape Liz"
3410,2021-06-08 00:26:44,9.965,0,"Cape Liz"
3411,2021-06-08 00:41:44,9.965,0,"Cape Liz"
3412,2021-06-08 00:56:44,9.965,0,"Cape Liz"
3413,2021-06-08 01:11:44,10.063,0,"Cape Liz"
3414,2021-06-08 01:26:44,10.063,0,"Cape Liz"
3415,2021-06-08 01:41:44,10.259,0,"Cape Liz"
3416,2021-06-08 01:56:44,10.357,0,"Cape Liz"
3417,2021-06-08 02:11:44,10.455,0,"Cape Liz"
3418,2021-06-08 02:26:44,10.455,0,"Cape Liz"
3419,2021-06-08 02:41:44,10.651,0,"Cape Liz"
3420,2021-06-08 02:56:44,10.455,0,"Cape Liz"
3421,2021-06-08 03:11:44,10.357,0,"Cape Liz"
3422,2021-06-08 03:26:44,10.161,0,"Cape Liz"
3423,2021-06-08 03:41:44,10.161,0,"Cape Liz"
3424,2021-06-08 03:56:44,10.063,0,"Cape Liz"
3425,2021-06-08 04:11:44,9.965,0,"Cape Liz"
3426,2021-06-08 04:26:44,9.965,0,"Cape Liz"
3427,2021-06-08 04:41:44,9.965,0,"Cape Liz"
3428,2021-06-08 04:56:44,9.965,0,"Cape Liz"
3429,2021-06-08 05:11:44,9.965,0,"Cape Liz"
3430,2021-06-08 05:26:44,9.965,0,"Cape Liz"
3431,2021-06-08 05:41:44,9.965,0,"Cape Liz"
3432,2021-06-08 05:56:44,10.063,0,"Cape Liz"
3433,2021-06-08 06:11:44,10.259,0,"Cape Liz"
3434,2021-06-08 06:26:44,10.357,0,"Cape Liz"
3435,2021-06-08 06:41:44,10.651,0,"Cape Liz"
3436,2021-06-08 06:56:44,10.846,0,"Cape Liz"
3437,2021-06-08 07:11:44,10.944,0,"Cape Liz"
3438,2021-06-08 07:26:44,10.944,0,"Cape Liz"
3439,2021-06-08 07:41:44,10.944,0,"Cape Liz"
3440,2021-06-08 07:56:44,10.944,0,"Cape Liz"
3441,2021-06-08 08:11:44,10.944,0,"Cape Liz"
3442,2021-06-08 08:26:44,10.944,0,"Cape Liz"
3443,2021-06-08 08:41:44,11.041,0,"Cape Liz"
3444,2021-06-08 08:56:44,11.041,1,"Cape Liz"
3445,2021-06-08 09:11:44,11.139,0,"Cape Liz"
3446,2021-06-08 09:26:44,11.041,1,"Cape Liz"
3447,2021-06-08 09:41:44,10.944,15,"Cape Liz"
3448,2021-06-08 09:56:44,10.944,39,"Cape Liz"
3449,2021-06-08 10:11:44,10.944,73,"Cape Liz"
3450,2021-06-08 10:26:44,10.748,32,"Cape Liz"
3451,2021-06-08 10:41:44,10.748,13,"Cape Liz"
3452,2021-06-08 10:56:44,10.846,14,"Cape Liz"
3453,2021-06-08 11:11:44,10.846,111,"Cape Liz"
3454,2021-06-08 11:26:44,10.651,37,"Cape Liz"
3455,2021-06-08 11:41:44,10.553,37,"Cape Liz"
3456,2021-06-08 11:56:44,10.455,42,"Cape Liz"
3457,2021-06-08 12:11:44,10.259,160,"Cape Liz"
3458,2021-06-08 12:26:44,10.357,76,"Cape Liz"
3459,2021-06-08 12:41:44,10.357,160,"Cape Liz"
3460,2021-06-08 12:56:44,10.553,44,"Cape Liz"
3461,2021-06-08 13:11:44,10.259,95,"Cape Liz"
3462,2021-06-08 13:26:44,10.161,23,"Cape Liz"
3463,2021-06-08 13:41:44,10.259,42,"Cape Liz"
3464,2021-06-08 13:56:44,10.455,77,"Cape Liz"
3465,2021-06-08 14:11:44,10.748,69,"Cape Liz"
3466,2021-06-08 14:26:44,11.139,75,"Cape Liz"
3467,2021-06-08 14:41:44,11.139,43,"Cape Liz"
3468,2021-06-08 14:56:44,11.236,42,"Cape Liz"
3469,2021-06-08 15:11:44,11.041,87,"Cape Liz"
3470,2021-06-08 15:26:44,10.651,84,"Cape Liz"
3471,2021-06-08 15:41:44,10.357,48,"Cape Liz"
3472,2021-06-08 15:56:44,10.455,124,"Cape Liz"
3473,2021-06-08 16:11:44,10.455,176,"Cape Liz"
3474,2021-06-08 16:26:44,10.357,88,"Cape Liz"
3475,2021-06-08 16:41:44,10.259,54,"Cape Liz"
3476,2021-06-08 16:56:44,10.455,88,"Cape Liz"
3477,2021-06-08 17:11:44,10.357,66,"Cape Liz"
3478,2021-06-08 17:26:44,10.455,368,"Cape Liz"
3479,2021-06-08 17:41:44,10.553,38,"Cape Liz"
3480,2021-06-08 17:56:44,11.041,43,"Cape Liz"
3481,2021-06-08 18:11:44,11.139,58,"Cape Liz"
3482,2021-06-08 18:26:44,11.139,368,"Cape Liz"
3483,2021-06-08 18:41:44,12.304,608,"Cape Liz"
3484,2021-06-08 18:56:44,12.304,28,"Cape Liz"
3485,2021-06-08 19:11:44,12.11,200,"Cape Liz"
3486,2021-06-08 19:26:44,12.497,105,"Cape Liz"
3487,2021-06-08 19:41:44,12.69,144,"Cape Liz"
3488,2021-06-08 19:56:44,12.883,106,"Cape Liz"
3489,2021-06-08 20:11:44,12.69,576,"Cape Liz"
3490,2021-06-08 20:26:44,12.69,192,"Cape Liz"
3491,2021-06-08 20:41:44,12.69,88,"Cape Liz"
3492,2021-06-08 20:56:44,12.69,168,"Cape Liz"
3493,2021-06-08 21:11:44,12.69,57,"Cape Liz"
3494,2021-06-08 21:26:44,12.787,51,"Cape Liz"
3495,2021-06-08 21:41:44,12.69,336,"Cape Liz"
3496,2021-06-08 21:56:44,12.69,11,"Cape Liz"
3497,2021-06-08 22:11:44,12.497,12,"Cape Liz"
3498,2021-06-08 22:26:44,12.401,8,"Cape Liz"
3499,2021-06-08 22:41:44,11.819,6,"Cape Liz"
3500,2021-06-08 22:56:44,11.334,3,"Cape Liz"
3501,2021-06-08 23:11:44,11.041,10,"Cape Liz"
3502,2021-06-08 23:26:44,10.846,6,"Cape Liz"
3503,2021-06-08 23:41:44,10.748,0,"Cape Liz"
3504,2021-06-08 23:56:44,10.553,2,"Cape Liz"
3505,2021-06-09 00:11:44,10.553,0,"Cape Liz"
3506,2021-06-09 00:26:44,10.455,0,"Cape Liz"
3507,2021-06-09 00:41:44,10.846,0,"Cape Liz"
3508,2021-06-09 00:56:44,10.846,0,"Cape Liz"
3509,2021-06-09 01:11:44,10.357,0,"Cape Liz"
3510,2021-06-09 01:26:44,10.357,0,"Cape Liz"
3511,2021-06-09 01:41:44,10.357,0,"Cape Liz"
3512,2021-06-09 01:56:44,10.553,0,"Cape Liz"
3513,2021-06-09 02:11:44,11.139,0,"Cape Liz"
3514,2021-06-09 02:26:44,11.431,0,"Cape Liz"
3515,2021-06-09 02:41:44,11.139,0,"Cape Liz"
3516,2021-06-09 02:56:44,10.944,0,"Cape Liz"
3517,2021-06-09 03:11:44,10.846,0,"Cape Liz"
3518,2021-06-09 03:26:44,10.553,0,"Cape Liz"
3519,2021-06-09 03:41:44,10.553,0,"Cape Liz"
3520,2021-06-09 03:56:44,10.553,0,"Cape Liz"
3521,2021-06-09 04:11:44,10.455,0,"Cape Liz"
3522,2021-06-09 04:26:44,10.357,0,"Cape Liz"
3523,2021-06-09 04:41:44,10.357,0,"Cape Liz"
3524,2021-06-09 04:56:44,10.357,0,"Cape Liz"
3525,2021-06-09 05:11:44,10.455,0,"Cape Liz"
3526,2021-06-09 05:26:44,10.455,0,"Cape Liz"
3527,2021-06-09 05:41:44,10.455,0,"Cape Liz"
3528,2021-06-09 05:56:44,10.748,0,"Cape Liz"
3529,2021-06-09 06:11:44,11.041,0,"Cape Liz"
3530,2021-06-09 06:26:44,10.748,0,"Cape Liz"
3531,2021-06-09 06:41:44,10.748,0,"Cape Liz"
3532,2021-06-09 06:56:44,10.846,0,"Cape Liz"
3533,2021-06-09 07:11:44,11.041,0,"Cape Liz"
3534,2021-06-09 07:26:44,11.528,0,"Cape Liz"
3535,2021-06-09 07:41:44,11.916,0,"Cape Liz"
3536,2021-06-09 07:56:44,12.013,0,"Cape Liz"
3537,2021-06-09 08:11:44,12.013,0,"Cape Liz"
3538,2021-06-09 08:26:44,12.11,0,"Cape Liz"
3539,2021-06-09 08:41:44,12.207,0,"Cape Liz"
3540,2021-06-09 08:56:44,12.207,1,"Cape Liz"
3541,2021-06-09 09:11:44,12.207,8,"Cape Liz"
3542,2021-06-09 09:26:44,12.207,24,"Cape Liz"
3543,2021-06-09 09:41:44,12.207,45,"Cape Liz"
3544,2021-06-09 09:56:44,12.207,68,"Cape Liz"
3545,2021-06-09 10:11:44,12.304,87,"Cape Liz"
3546,2021-06-09 10:26:44,12.304,116,"Cape Liz"
3547,2021-06-09 10:41:44,12.304,192,"Cape Liz"
3548,2021-06-09 10:56:44,12.013,152,"Cape Liz"
3549,2021-06-09 11:11:44,11.722,168,"Cape Liz"
3550,2021-06-09 11:26:44,11.528,256,"Cape Liz"
3551,2021-06-09 11:41:44,11.528,272,"Cape Liz"
3552,2021-06-09 11:56:44,10.944,240,"Cape Liz"
3553,2021-06-09 12:11:44,10.748,272,"Cape Liz"
3554,2021-06-09 12:26:44,10.748,288,"Cape Liz"
3555,2021-06-09 12:41:44,11.041,288,"Cape Liz"
3556,2021-06-09 12:56:44,11.236,448,"Cape Liz"
3557,2021-06-09 13:11:44,10.944,336,"Cape Liz"
3558,2021-06-09 13:26:44,10.748,128,"Cape Liz"
3559,2021-06-09 13:41:44,10.944,224,"Cape Liz"
3560,2021-06-09 13:56:44,11.625,448,"Cape Liz"
3561,2021-06-09 14:11:44,12.013,608,"Cape Liz"
3562,2021-06-09 14:26:44,12.013,672,"Cape Liz"
3563,2021-06-09 14:41:44,12.304,864,"Cape Liz"
3564,2021-06-09 14:56:44,11.528,960,"Cape Liz"
3565,2021-06-09 15:11:44,11.041,992,"Cape Liz"
3566,2021-06-09 15:26:44,11.041,672,"Cape Liz"
3567,2021-06-09 15:41:44,10.944,368,"Cape Liz"
3568,2021-06-09 15:56:44,11.041,608,"Cape Liz"
3569,2021-06-09 16:11:44,10.748,208,"Cape Liz"
3570,2021-06-09 16:26:44,11.334,256,"Cape Liz"
